AAII_QTR_DATA,01/31/2023,10/31/2022,07/31/2022,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018
Current_Assets,118.1,113.2,109.8,115.6,178.6,199.4,213.4,218.5,219.3,236.4,223.5,234.3,223.5,232.9,213.3,202.4,268.3,276.1,264.3
Current_Liabilities,85.5,83.0,83.8,92.2,567.3,216.1,218.0,219.8,223.3,248.7,249.9,274.4,268.1,275.4,256.9,220.5,276.2,280.2,276.4
Diluted_EPS,-0.018,0.056,0.013,0.496,-0.394,-0.334,-0.184,-0.452,-0.11,-0.066,-0.015,-0.108,-0.066,0.049,-0.627,-0.165,-0.2019999999999999,-0.13,-0.131
Goodwill_Intangibles,,,,,338.4,342.3,346.5,350.7,380.5,385.9,392.4,398.9,405.5,412.4,419.6,426.9,434.2,439.2,447.3
Inventory,8.9,9.0,8.2,9.8,19.4,18.2,16.2,15.7,13.9,14.8,15.4,19.5,24.2,25.8,23.7,25.4,29.4,30.0,47.8
LT_Debt,12.1,11.6,11.0,10.6,10.1,366.5,367.5,368.6,371.3,372.4,373.6,375.7,374.0,374.9,375.9,377.0,395.1,396.2,397.4
Revenue,50.8,51.4,53.0,51.5,54.3,44.4,47.7,49.4,129.1,169.9,164.9,177.4,215.5,225.2,204.5,194.0,206.2,215.1,202.2
Shares_Diluted,60.178,78.43,59.973,59.853,59.748,59.8875,62.874,62.263,62.0805,61.893,61.827,61.815,61.538,86.006,61.387,61.393,60.935,60.712,61.87300000000001
Total_Assets,156.1,137.9,137.7,147.3,622.7,653.2,676.4,693.9,725.9,756.4,759.2,784.7,788.9,797.5,731.6,734.8,811.0,827.7,827.1
Total_Liabilities,125.7,111.3,111.8,121.5,624.2,631.4,635.0,639.1,643.0,673.3,675.2,705.3,699.9,705.2,643.7,607.2,681.3,687.1,684.2
