AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,458.6,395.7,399.1,380.9,397.1,395.4,419.3,400.8,415.9,375.2,260.3,223.5,232.3,239.8,257.9,230.4,227.3,250.1
Current_Liabilities,386.2,320.0,318.6,294.9,301.9,288.7,294.1,247.7,236.0,256.2,182.9,135.2,121.3,103.3,102.8,70.2,47.4,54.2
Diluted_EPS,-0.194,-0.165,-0.162,-0.188,-0.19,-0.432,-0.272,-0.251,-0.229,-0.191,-0.1669999999999999,-0.225,-0.302,-0.233,-0.192,-0.221,-0.226,-0.235
Goodwill_Intangibles,0.5,0.5,0.6,0.6,0.7,0.8,0.8,0.9,0.9,1.0,1.2,1.2,1.3,1.2,0.8,0.8,0.7,0.7
Inventory,212.4,175.9,173.4,155.6,158.9,140.7,142.4,146.3,111.0,133.6,88.8,95.7,76.3,68.4,65.9,40.5,31.8,35.6
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,587.9,474.6,430.4,422.7,490.5,474.3,428.6,367.7,382.7,342.1,240.1,233.3,211.4,172.1,131.3,100.1,84.1,75.1
Shares_Diluted,83.4467,83.3555,83.2975,83.1656,83.051,82.9823,82.9065,82.794,82.5724,82.4335,82.3958,82.1699,81.8281,82.081,81.875,81.6587,83.9727,80.7345
Total_Assets,492.3,433.0,439.9,426.8,445.9,443.8,467.7,436.4,438.2,394.0,279.2,244.1,252.5,259.4,272.5,244.9,233.2,255.5
Total_Liabilities,551.1,485.5,484.6,462.9,470.4,455.3,449.2,400.8,386.5,324.1,191.1,144.4,130.7,113.0,109.9,77.4,48.6,54.2
