AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,106.6,85.9,93.4,114.0,151.4,172.2,34.3,12.2,11.5,10.6
Current_Liabilities,55.2,30.3,81.9,20.0,23.5,52.7,21.9,33.9,32.3,29.8
Diluted_EPS,-0.089,-0.316,-0.352,-0.727,0.831,0.05,-0.446,-1.694,-0.235,-1.442
Goodwill_Intangibles,63.4,13.8,14.1,13.7,13.8,13.7,18.4,11.1,11.1,11.0
Inventory,20.8,7.1,5.5,3.8,2.9,3.5,3.4,2.7,2.5,2.4
LT_Debt,69.8,54.5,55.5,0.4,0.4,0.8,0.8,0.8,0.8,0.9
Revenue,17.4,32.8,7.8,,62.1,13.2,7.2,5.7,5.4,5.6
Shares_Diluted,289.672,90.971,72.634,58.987,50.783,40.202,18.1494,9.879,5.8644,4.5332
Total_Assets,596.3,518.9,490.3,225.7,259.1,234.0,75.6,43.6,40.5,37.8
Total_Liabilities,268.9,212.1,263.4,26.2,29.1,59.5,27.3,39.1,37.5,35.3
