AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,0.6,0.7,0.6,0.7,0.8,0.8,0.4,0.7,0.7,0.9,0.4
Current_Liabilities,2.1,2.0,2.2,1.7,1.4,1.4,1.5,1.0,1.0,0.8,0.9
Diluted_EPS,0.0,0.0,-0.001,0.0,-0.001,0.0,-0.002,0.0,-0.001,0.0,-0.001
Goodwill_Intangibles,0.4,0.4,0.4,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.4
Inventory,0.3,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
LT_Debt,1.9,1.9,1.7,2.1,1.8,1.4,0.8,1.2,1.2,1.2,1.2
Revenue,0.2,0.4,0.9,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0
Shares_Diluted,1230.074,1165.803,963.5746,969.2803,928.445,915.7627,551.3508,557.4606,495.1634,458.3895,353.7785
Total_Assets,2.0,2.0,2.0,2.7,2.7,2.7,2.3,2.3,2.2,2.4,2.2
Total_Liabilities,4.0,3.9,3.9,4.4,3.9,3.5,3.0,2.9,2.8,2.3,2.1
