AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,403.1,436.8,321.3,351.0,207.9,,,,
Current_Liabilities,20.7,40.9,26.8,29.5,26.2,,,,
Diluted_EPS,-0.687,-0.744,-0.8,-0.316,-1.321,-0.108,-0.414,-3.831,-0.428
Goodwill_Intangibles,19.2,19.7,,,,,,,
Inventory,0.4,,,,,,,,0.0
LT_Debt,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,2.3,0.0,,30.0,0.0,20.0,,0.0,0.0
Shares_Diluted,54.7604,52.212,50.9973,36.6376,36.6376,,,,
Total_Assets,427.6,482.0,343.3,384.1,233.8,,,,
Total_Liabilities,21.4,41.8,26.8,29.5,26.2,,,,
