AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,85.9,83.1,91.3,72.6,89.2,83.1,98.5,112.7,70.5,57.0,61.1,101.0,53.2,30.8,40.0,,56.8,47.8
Current_Liabilities,197.5,193.5,166.4,73.9,81.5,81.7,79.2,66.6,73.2,31.7,35.9,17.3,10.6,13.9,14.1,,10.4,11.0
Diluted_EPS,-80.132,-894.808,-329.708,-589.184,-786.056,-731.324,-998.148,-851.504,-0.642,-0.5,-0.449,-0.487,-0.347,-0.347,-0.385,,-0.292,-0.429
Goodwill_Intangibles,65.6,67.1,68.7,70.0,71.6,82.4,84.2,86.1,87.9,90.0,79.5,15.9,16.9,5.3,5.3,,5.3,5.3
Inventory,11.0,12.6,11.7,14.3,14.8,13.1,8.8,9.3,6.5,5.1,4.8,2.8,1.9,2.0,1.8,,0.8,0.5
LT_Debt,6.4,6.0,6.7,93.6,86.2,86.4,86.1,85.9,85.2,84.3,83.2,82.0,3.0,3.0,3.2,0.0,0.0,0.0
Revenue,12.8,17.6,18.3,13.1,22.1,21.6,21.5,20.6,21.5,20.9,20.9,1.1,1.6,1.4,1.6,,1.4,2.2
Shares_Diluted,0.0465,0.0399,0.0355,0.0348,0.031,0.0292,0.0292,0.0269,37.882,37.2893,35.7668,35.2696,33.6627,28.3687,28.3687,28.3687,26.3137,23.496
Total_Assets,158.9,157.2,168.0,167.0,181.2,186.3,203.7,220.1,180.2,169.0,166.4,143.5,74.1,40.2,49.7,,62.4,53.4
Total_Liabilities,207.3,203.2,179.9,172.3,172.3,174.8,174.1,167.1,166.4,140.2,131.8,99.8,14.1,17.4,17.8,,11.2,13.5
