AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,4.0,6.0,7.5,9.6,12.4,6.7,10.4,4.9,6.1
Current_Liabilities,47.4,47.8,17.6,18.7,19.4,18.3,19.9,19.0,18.0
Diluted_EPS,-0.128,-0.584,-0.07,-0.09,-0.075,-0.137,-0.16,-0.165,-0.158
Goodwill_Intangibles,,0.0,8.0,8.0,8.1,8.1,8.1,8.1,8.1
Inventory,0.3,0.6,1.0,1.4,1.2,0.7,0.6,0.4,0.4
LT_Debt,1.0,1.0,28.8,29.4,28.7,29.6,29.7,29.7,29.4
Revenue,1.1,1.3,4.5,3.5,3.0,2.5,0.7,1.3,1.4
Shares_Diluted,32.1793,29.8229,28.4787,28.2597,24.3206,23.3791,22.0445,17.4371,17.3765
Total_Assets,39.8,42.3,56.0,58.6,61.7,56.7,60.2,55.1,56.4
Total_Liabilities,51.7,52.0,50.3,52.4,53.2,53.7,54.7,55.4,54.4
