AAII_QTR_DATA,12/26/2020,09/26/2020,06/27/2020,03/28/2020,12/28/2019,09/28/2019,06/29/2019,03/30/2019,12/29/2018,09/29/2018
Current_Assets,2589.1,2357.0,2317.8,2310.0,2379.3,2424.6,2539.5,2576.8,2657.9,3311.5
Current_Liabilities,456.4,446.3,453.3,387.9,360.5,342.5,371.2,399.0,406.5,928.3
Diluted_EPS,0.679,0.629,0.772,0.594,0.534,0.511,1.331,0.472,0.471,0.6990000000000001
Goodwill_Intangibles,638.7,645.2,650.5,576.9,580.8,584.6,588.5,593.3,599.4,607.0
Inventory,261.5,265.7,259.6,220.7,224.0,236.0,246.5,272.8,278.9,275.4
LT_Debt,994.7,994.4,994.0,993.7,993.3,992.9,992.6,992.2,991.9,991.5
Revenue,628.3,619.4,545.4,561.9,551.1,533.0,556.5,542.4,576.9,638.5
Shares_Diluted,270.792,269.529,268.551,271.579,273.269,274.436,276.068,276.61,280.008,282.454
Total_Assets,3882.9,3653.5,3629.3,3548.9,3626.8,3680.8,3744.0,3803.9,3888.9,4548.6
Total_Liabilities,1956.8,1942.5,1971.8,1929.0,1900.3,1899.5,1898.7,2141.1,2133.5,2636.2
