AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,12/31/2021
Current_Assets,1679.5,1586.3,,,
Current_Liabilities,1137.6,959.2,,,
Diluted_EPS,-0.007,-0.063,0.031,0.084,0.041
Goodwill_Intangibles,413.0,419.5,,,
Inventory,515.6,543.5,,,
LT_Debt,990.6,1092.9,0.0,0.0,0.0
Revenue,804.2,836.8,868.6,843.3,761.8
Shares_Diluted,454.3093,452.7546,,,
Total_Assets,3111.3,3056.6,,,
Total_Liabilities,2333.8,2268.1,,,
