AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016,06/30/2016
Current_Assets,106.8,107.7,105.8,86.2,81.9,67.8,68.2,66.5,70.3,67.0,89.2,63.3,63.7,63.3
Current_Liabilities,13.5,16.3,21.8,18.0,16.8,18.0,19.1,17.3,22.2,21.9,26.8,15.9,14.1,15.3
Diluted_EPS,,2.66,-9.384,-42.326,-61.422,10.177,-58.405,5.532,0.134,0.694,1.251,0.013,0.108,0.079
Goodwill_Intangibles,0.2,,,0.1,0.7,0.8,13.0,23.0,24.1,24.3,25.0,1.7,3.6,2.0
Inventory,0.9,1.0,1.1,0.4,0.7,1.9,0.6,1.8,2.0,2.6,5.3,2.1,2.3,0.8
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,26.5,27.0,34.6,20.6,19.4,22.9,28.3,21.0,13.6,14.9,29.9,12.4,21.3,19.2
Shares_Diluted,1.223,0.7893,0.1905,0.1552,0.1261,0.1203,0.1202,0.1202,2.8788,2.8703,2.7632,24.3119,23.3128,22.7256
Total_Assets,134.1,136.2,134.5,120.5,116.3,113.9,115.5,125.6,134.2,131.3,138.5,97.9,94.3,96.2
Total_Liabilities,16.0,15.7,20.3,18.4,17.4,23.9,25.3,27.0,32.1,32.4,37.7,15.9,14.1,18.8
