AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,395.9,450.6,423.1,415.4,413.6,443.8,499.9,457.5,179.4,,,,
Current_Liabilities,116.3,177.3,122.9,105.9,91.2,117.5,107.1,78.0,59.9,,,,
Diluted_EPS,-0.034,-0.01,-0.04,-0.222,-0.095,-0.099,0.093,-0.17,-0.085,-0.04,0.011,-0.081,0.036
Goodwill_Intangibles,193.4,195.4,192.4,167.7,175.2,179.4,108.0,109.7,111.2,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,25.9,25.9,25.9,25.9,25.9,24.4,27.3,0.0,0.0,0.0,0.0
Revenue,94.4,73.1,95.2,56.5,64.6,51.4,67.8,37.0,45.0,33.2,42.1,56.5,32.7
Shares_Diluted,109.7875,109.0537,107.9256,107.4269,106.7398,114.0883,106.9843,106.9843,101.5406,,,,
Total_Assets,621.0,674.3,641.2,605.8,609.5,639.8,623.0,580.1,302.3,,,,
Total_Liabilities,130.8,192.4,166.6,143.2,131.4,157.6,135.3,105.1,89.7,,,,
