AAII_QTR_DATA,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018
Current_Assets,66.8,57.0,62.0,68.6,99.5,85.9,92.8,79.3,50.8,47.5
Current_Liabilities,43.2,36.4,20.1,20.5,31.5,32.6,29.8,19.1,24.9,12.3
Diluted_EPS,-0.035,-0.058,-0.113,-0.403,-0.123,-0.129,-0.12,-0.103,-0.109,-0.28300000000000003
Goodwill_Intangibles,53.1,53.3,54.7,54.9,55.1,55.4,55.6,55.8,56.1,56.8
Inventory,34.7,28.0,24.0,26.4,40.0,43.8,53.0,35.8,17.4,11.8
LT_Debt,0.8,0.0,24.1,21.0,19.9,19.0,18.5,0.3,0.3,0.2
Revenue,26.8,26.5,22.3,30.1,35.0,47.0,41.5,35.2,25.3,20.0
Shares_Diluted,127.201,125.02,119.574,110.008,101.638,89.506,88.286,86.772,78.471,75.3585
Total_Assets,137.6,127.7,135.7,143.5,178.6,159.2,160.7,144.3,115.4,108.6
Total_Liabilities,48.2,40.9,50.8,48.1,59.2,57.9,57.1,32.9,40.0,27.0
