AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,4289.2,4422.5,4611.8,4458.2,3548.8,3482.8,3332.7,3509.5,3692.1
Current_Liabilities,1616.9,1685.9,1719.2,1528.8,1407.4,1333.3,1143.7,1173.3,1220.7
Diluted_EPS,-0.404,1.209,-2.526,0.291,0.735,0.474,0.232,0.637,0.47700000000000004
Goodwill_Intangibles,300.7,302.1,307.3,301.4,315.9,325.3,319.6,248.6,270.4
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1766.5,1722.4,1704.5,1680.9,929.9,961.0,884.1,883.1,882.1
Revenue,507.7,435.1,593.3,561.4,533.1,475.1,573.0,557.2,537.4
Shares_Diluted,62.785,68.207,69.448,70.019,69.944,69.759,70.614,71.322,73.553
Total_Assets,7229.6,7411.4,7468.8,7418.8,6523.0,6394.8,5886.1,5820.9,5774.7
Total_Liabilities,4879.8,4862.5,4830.3,4612.1,3687.3,3599.9,3168.3,3119.0,3036.1
