AAII_QTR_DATA,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020
Current_Assets,4.4,7.5,5.0,1.5,1.8
Current_Liabilities,6.6,6.8,4.4,4.1,3.6
Diluted_EPS,-0.065,0.028,0.087,-0.069,-0.044
Goodwill_Intangibles,0.6,0.8,0.1,0.1,0.0
Inventory,0.7,0.5,0.5,0.4,0.4
LT_Debt,0.5,0.5,1.0,1.5,1.5
Revenue,7.3,8.4,4.8,4.3,3.3
Shares_Diluted,,,,,
Total_Assets,5.5,8.5,5.3,1.8,2.3
Total_Liabilities,7.1,7.3,5.4,5.7,5.1
