AAII_QTR_DATA,04/30/2022,01/29/2022,10/30/2021,07/31/2021,05/01/2021,01/30/2021,10/31/2020,08/01/2020,05/02/2020,02/01/2020,11/02/2019,08/03/2019,05/04/2019,02/02/2019,11/03/2018
Current_Assets,1850.3,1715.7,1785.9,1720.4,1717.1,1415.0,1992.1,1824.6,1289.4,1289.4,1413.2,,,,
Current_Liabilities,1188.6,1127.1,1313.4,1181.6,1239.2,1167.1,1241.1,1066.5,750.6,750.6,841.4,,,,
Diluted_EPS,1.691,1.564,1.719,1.987,1.843,0.971,0.738,1.903,-0.114,,0.38,0.5489999999999999,0.28800000000000003,,
Goodwill_Intangibles,1439.2,1439.1,1439.1,1438.9,1438.9,1438.9,1438.9,1438.9,1438.9,1438.9,1438.9,,,,
Inventory,1323.9,1171.8,1326.0,1115.0,1080.8,990.0,1082.9,899.1,1099.7,1099.7,1332.0,,,,
LT_Debt,683.3,683.6,683.8,684.1,781.0,781.5,1408.9,1412.8,1428.5,1428.5,1492.6,0.0,0.0,0.0,0.0
Revenue,1467.7,1808.5,1592.8,1791.5,1580.3,1597.4,1349.1,1606.4,1136.3,1370.5,1145.2,1237.4,1076.8,1342.0,1060.2
Shares_Diluted,88.614,90.624,93.844,95.891,96.472,94.211,80.714,88.1031,,,75.20100000000002,,,,
Total_Assets,4719.2,4584.9,4676.0,4634.0,4657.3,4384.5,4981.9,4842.8,4331.3,4331.3,4488.7,,,,
Total_Liabilities,3190.6,3118.0,3300.0,3186.4,3343.4,3272.5,3997.4,3690.8,3340.3,3340.3,3516.8,,,,
