AAII_QTR_DATA,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017
Current_Assets,14.3,12.7,13.0,12.8,24.4,18.1,15.2,16.0,6.5,6.6,21.3
Current_Liabilities,31.0,27.3,22.9,21.2,21.7,23.7,21.4,19.4,7.0,7.2,19.1
Diluted_EPS,-0.325,-0.628,-0.255,-0.625,-0.526,-0.83,-1.087,-1.229,0.014,-0.123,-0.127
Goodwill_Intangibles,0.0,0.2,0.4,0.5,,,,,,,
Inventory,,,0.0,,0.0,0.0,0.0,0.1,0.1,0.1,0.4
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,0.3,0.3,0.8,0.9,0.1,0.0,0.0,0.4,1.9,0.2,0.0
Shares_Diluted,7.9724,7.9724,8.7929,7.1519,4.0862,2.8232,2.4591,2.4591,2.4591,24.5829,24.5829
Total_Assets,14.5,13.3,13.8,14.1,25.4,19.3,16.4,17.2,20.0,20.2,22.9
Total_Liabilities,31.0,27.4,23.1,21.3,21.8,23.9,21.5,19.6,19.4,19.6,19.3
