AAII_QTR_DATA,07/03/2022,04/03/2022,12/26/2021,09/26/2021,06/27/2021,03/28/2021,12/27/2020,09/27/2020,06/28/2020,03/29/2020,12/29/2019,09/29/2019,06/30/2019,03/31/2019,12/30/2018,09/30/2018
Current_Assets,49.4,46.5,48.9,45.3,45.1,41.5,46.9,45.5,40.2,37.0,41.6,37.3,37.5,38.7,38.8,37.9
Current_Liabilities,13.3,11.8,17.6,12.5,14.6,12.9,17.2,12.8,9.3,6.5,14.0,9.7,11.6,7.7,11.2,8.9
Diluted_EPS,0.142,0.241,0.241,0.236,0.265,0.024,0.209,0.243,0.11900000000000001,0.158,0.206,0.175,0.107,0.138,0.154,0.179
Goodwill_Intangibles,9.7,9.8,9.9,10.0,10.2,10.3,12.1,12.3,12.5,12.7,12.9,13.1,13.3,13.6,13.8,14.0
Inventory,26.4,20.7,24.5,24.2,22.0,20.3,22.8,19.2,17.3,17.7,23.6,21.9,20.4,19.5,22.2,19.8
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.1,1.2,2.6,0.0,0.0,0.0,4.5,1.9,4.4
Revenue,15.7,25.7,22.7,20.2,18.7,21.8,19.5,21.7,16.2,20.3,18.6,18.6,15.9,21.7,18.7,20.5
Shares_Diluted,10.1,10.111,10.107,10.094,10.056,10.0,10.224,10.214,10.171,10.168,10.177,10.142999999999999,10.119,10.118,10.099,10.088
Total_Assets,62.6,60.2,63.5,60.6,61.3,58.1,65.8,64.4,59.7,57.2,62.2,54.1,55.0,54.8,55.0,54.3
Total_Liabilities,15.9,14.4,19.6,15.0,17.5,16.2,23.4,18.9,16.0,14.7,20.6,11.3,13.3,13.4,14.2,14.4
