AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,537.8,506.1,521.7,518.0,530.1,495.0,567.2,575.6,528.2,2523.4,756.4,610.9,503.0,542.2,536.9,471.5,452.5,450.4,490.7
Current_Liabilities,378.1,388.3,401.0,441.7,410.8,404.9,403.3,425.2,411.0,1308.2,601.3,527.4,579.6,463.6,458.2,430.7,424.7,416.4,390.7
Diluted_EPS,0.722,0.67,0.775,0.875,0.668,0.769,0.728,0.491,0.108,-7.649,0.416,0.4639999999999999,0.38,1.24,0.484,0.5479999999999999,0.336,-3.792,0.528
Goodwill_Intangibles,2299.1,2298.8,2283.8,2275.5,2271.0,2270.1,2172.9,2172.0,2173.9,2173.8,2550.7,2514.4,2515.8,2539.5,2513.3,2524.6,2531.8,2485.4,2821.2
Inventory,5.3,5.1,4.9,4.9,4.8,4.8,4.3,4.7,4.6,4.9,5.1,4.7,4.9,4.8,4.3,6.1,6.1,5.1,5.0
LT_Debt,1399.8,1375.4,1379.3,1384.1,1463.8,1478.6,1413.4,1443.2,1484.2,2979.7,3081.9,3092.6,2988.1,3149.1,3177.4,3251.0,3266.2,3159.4,3182.0
Revenue,704.3,675.3,666.7,651.7,616.7,593.5,587.6,582.2,551.2,2089.9,833.3,491.5,509.2,2008.4,777.3,789.4,760.6,743.5,760.9
Shares_Diluted,91.391,91.216,91.723,91.473,91.012,91.36,90.889,90.59,89.941,87.875,88.856,88.60799999999999,87.971,87.816,87.859,87.837,87.694,87.45299999999996,87.537
Total_Assets,5044.3,4987.9,4943.1,4882.6,4834.6,4768.1,4594.7,4564.0,4526.9,6499.4,7105.1,6833.2,6718.0,6879.1,6728.1,6790.4,6785.5,6172.5,6529.6
Total_Liabilities,2204.7,2175.2,2199.4,2219.6,2260.1,2250.6,2160.3,2207.4,2228.9,4599.9,4498.5,4329.9,4253.8,4373.8,4307.4,4368.1,4382.2,3839.2,3849.3
