AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016,06/30/2016
Current_Assets,33.0,38.6,44.7,62.9,47.3,43.2,67.5,109.2,43.7,57.3,86.7,18.2,27.1,16.3
Current_Liabilities,95.4,91.9,97.0,95.6,100.1,90.7,99.6,123.9,118.8,99.5,103.3,151.8,141.8,106.2
Diluted_EPS,-0.236,-0.081,-0.067,-0.063,-0.035,-0.063,-0.067,-0.084,-0.078,-0.101,-0.139,-0.109,-0.138,-0.065
Goodwill_Intangibles,1.8,9.9,10.2,10.1,11.1,12.0,12.8,11.6,14.9,18.5,19.5,21.5,22.0,20.3
Inventory,0.8,0.7,0.9,1.1,1.3,1.3,1.5,1.5,1.3,1.8,1.8,1.9,2.3,1.8
LT_Debt,108.4,91.6,71.2,71.3,55.8,55.7,55.6,56.4,0.0,12.7,12.7,0.0,0.0,0.0
Revenue,59.2,55.0,63.3,63.0,69.4,67.0,75.2,73.0,73.4,74.9,78.6,82.5,89.6,91.6
Shares_Diluted,356.7312,356.7312,356.7312,356.7312,356.7312,356.7312,357.0229,319.5306,328.4605,319.2504,202.6904,166.1897,166.1897,266.9106
Total_Assets,112.2,176.1,189.6,212.3,205.2,208.4,239.7,288.7,213.8,232.3,263.1,200.4,209.1,197.2
Total_Liabilities,206.6,186.2,170.9,169.6,158.6,149.3,158.1,183.2,121.6,115.0,119.1,153.6,144.1,109.0
