AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018
Current_Assets,21628.7,23605.6,22902.2,21760.1,20961.1,16229.9,14592.1,9087.7,3516.2,1657.6,1085.7,650.1,556.9,632.9,598.5,,
Current_Liabilities,1670.0,3177.2,4261.7,4225.0,4150.5,3749.0,5279.1,3406.2,1303.8,602.6,267.0,218.3,160.5,156.1,161.4,,
Diluted_EPS,2.207,10.025,7.516,6.945,16.382,13.1,13.298,12.297,4.614,1.16,-0.875,-0.3979999999999999,-0.271,-0.96,-0.476,-0.259,-0.12
Goodwill_Intangibles,407.7,236.6,243.6,238.4,232.6,217.9,175.4,176.7,164.3,162.6,167.8,191.8,106.1,101.1,112.7,,
Inventory,456.7,473.4,317.4,395.9,494.6,541.1,423.6,328.9,146.1,63.8,12.3,9.0,10.9,13.2,8.6,,
LT_Debt,185.6,189.7,255.2,222.5,167.3,184.8,288.3,261.6,235.3,229.8,174.6,73.6,75.3,77.9,72.8,0.0,0.0
Revenue,1375.1,4606.9,3727.0,3442.0,6864.2,5957.4,6554.8,5716.2,2036.9,343.5,67.1,43.7,31.3,122.7,61.6,155.6,50.9
Shares_Diluted,244.97,244.7609,255.7163,259.2248,243.125,260.253,260.0,244.0631,243.125,314.4305,238.6727,232.3579,222.4417,210.6541,226.2623,,
Total_Assets,23774.7,25066.9,24400.9,22780.1,21858.6,17046.6,15325.7,9851.4,4181.2,2305.6,1441.1,1018.8,827.3,901.3,857.3,,
Total_Liabilities,1953.0,3471.1,4624.1,4656.8,4726.0,4239.5,5945.1,3947.5,1675.7,941.5,518.6,388.8,321.0,343.7,401.0,,
