AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,11.0,12.3,12.4,11.1,11.7,10.1,11.6,8.7,7.5,7.3,8.1,6.9,6.6,6.2,7.8,6.5
Current_Liabilities,3.1,3.1,3.5,3.0,3.6,3.1,3.9,3.0,2.2,1.9,2.5,2.1,1.7,1.6,2.0,2.1
Diluted_EPS,-0.01,0.012,0.013,0.028,0.029,-0.008,0.042,0.008,-0.008,0.004,0.011,0.006,-0.006,-0.031,0.04,0.006
Goodwill_Intangibles,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0.1
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.5
Revenue,2.9,2.5,4.0,3.6,4.6,4.0,4.2,2.3,1.7,2.3,2.7,1.8,1.8,1.6,2.6,1.9
Shares_Diluted,35.0303,35.0303,35.0303,35.0303,35.0303,35.0303,35.0303,35.0303,35.0303,35.0303,35.0303,35.0303,35.0303,35.03,44.7685,31.7843
Total_Assets,13.0,14.2,14.4,13.0,13.1,11.6,13.2,10.4,9.1,8.9,9.8,8.9,8.6,8.3,9.9,7.9
Total_Liabilities,4.0,4.1,4.4,3.0,3.6,3.1,3.9,3.2,2.4,2.1,2.7,2.5,2.6,2.0,2.4,2.5
