AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,675.2,649.5,602.0,572.5,663.5,647.1,526.9,509.5,520.8,564.1
Current_Liabilities,225.8,211.1,205.8,197.0,283.0,272.3,175.0,178.3,191.1,164.6
Diluted_EPS,0.35,0.391,0.185,0.124,0.177,5.679,0.1,0.047,0.2,0.146
Goodwill_Intangibles,732.9,719.9,726.7,734.6,732.6,739.8,752.7,763.3,769.8,355.8
Inventory,123.9,114.8,117.7,107.7,105.2,99.4,104.8,108.5,110.1,97.0
LT_Debt,49.8,49.9,50.2,50.8,51.1,50.3,534.7,535.4,531.3,194.1
Revenue,249.5,246.2,220.4,220.2,210.5,199.2,203.9,198.4,179.4,11.5
Shares_Diluted,74.283,74.102,73.86,73.789,73.645,72.605,72.47,72.077,72.165,70.681
Total_Assets,1614.7,1559.1,1503.9,1479.3,1559.0,1516.0,1492.9,1487.9,1496.7,1095.3
Total_Liabilities,362.6,345.5,329.1,318.2,400.3,377.0,754.7,758.0,766.5,377.4
