AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,172.3,190.2,215.6,147.2,155.3,166.6,196.8,228.4,217.8,236.4,138.2,152.1,162.4,119.4,129.3,84.9,49.8
Current_Liabilities,48.8,64.7,51.4,45.2,34.6,42.6,50.4,29.0,35.0,18.5,18.8,16.6,13.5,13.1,10.9,11.1,6.5
Diluted_EPS,-0.8,-0.987,-1.022,-0.837,-1.17,1.885,-1.551,-1.45,-1.679,-1.425,-0.856,-0.93,-0.86,-0.78,-0.6559999999999999,-0.589,-0.259
Goodwill_Intangibles,57.7,59.0,45.0,46.1,18.5,18.7,19.0,,,,,,,,0.0,0.0,0.0
Inventory,6.6,5.6,6.9,4.5,1.6,1.5,,,,,,,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,31.6,27.9,18.8,17.5,12.9,3.1,5.0,11.0,,,,,,,,0.0,0.0
Shares_Diluted,37.6753,36.9282,34.9278,32.1642,31.2962,30.5365,30.3677,30.2747,30.105,26.1123,25.1329,25.0011,24.7791,23.0158,23.0158,23.0158,23.0158
Total_Assets,333.5,352.9,364.3,297.2,278.1,294.7,235.2,247.7,222.2,240.9,141.9,155.8,172.8,146.7,158.3,104.3,51.5
Total_Liabilities,192.4,210.9,195.1,186.5,169.2,174.4,178.8,151.9,88.4,68.8,21.6,19.6,16.7,16.4,12.1,12.4,7.7
