AAII_QTR_DATA,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016,06/30/2016
Current_Assets,8.0,7.8,17.0,26.9,35.6,33.9,111.8,141.0,150.3,294.1,270.0,262.6
Current_Liabilities,0.5,0.3,0.5,14.7,15.4,16.2,71.3,92.1,58.3,235.0,190.9,166.4
Diluted_EPS,-0.014,-0.04,-0.351,-0.18,5.189,4.56,0.035,0.05,5.53,0.26,0.81,0.349
Goodwill_Intangibles,,,0.0,3.2,3.2,3.2,5.5,5.5,5.6,7.5,7.6,7.3
Inventory,,,0.0,6.3,10.5,8.7,56.7,62.1,45.2,108.1,98.1,89.5
LT_Debt,0.0,0.0,0.0,0.1,0.4,0.0,0.5,0.0,0.0,40.8,58.9,80.5
Revenue,0.3,0.2,0.3,0.2,0.5,37.1,34.2,33.8,196.9,92.6,169.1,231.5
Shares_Diluted,4.4,4.9,4.65,4.7,4.65,4.6463,4.34,4.96,4.649,4.619,5.121,5.3
Total_Assets,8.0,7.8,17.0,32.8,41.8,40.4,140.9,170.5,179.8,419.3,386.8,381.0
Total_Liabilities,3.8,3.5,7.7,25.6,29.4,31.0,111.7,137.2,104.6,371.2,337.6,333.2
