AAII_QTR_DATA,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018
Current_Assets,8.7,9.5,8.6,8.6,8.9,9.1,9.1,9.7,9.7
Current_Liabilities,1.0,1.7,1.4,1.2,1.0,1.4,1.4,1.9,2.0
Diluted_EPS,-0.009,-0.012,-0.036,-0.079,0.02,0.0,-0.004,0.031,0.001
Inventory,4.3,4.3,3.8,4.1,4.4,4.2,4.3,4.3,4.3
LT_Debt,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,2.7,2.0,2.0,1.7,2.4,2.9,2.5,3.1,2.0
Shares_Diluted,5.1839,5.1839,5.1839,5.1839,5.1839,5.1839,5.1839,5.1839,5.1839
Total_Assets,10.2,11.0,10.1,10.0,10.3,10.6,10.6,11.0,11.0
Total_Liabilities,1.6,2.4,1.4,1.2,1.0,1.4,1.4,1.9,2.0
