AAII_QTR_DATA,12/31/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,12/31/2018,09/30/2018,06/30/2018,12/31/2017
Current_Assets,3.5,3.5,3.2,4.1,3.2,3.6,3.4,,2.5,8.3
Current_Liabilities,3.1,2.8,3.1,3.9,3.3,3.9,4.2,,4.6,5.7
Diluted_EPS,-0.184,-0.117,-0.004,0.016,-0.003,-0.047,-0.032,-0.069,-0.336,-0.579
Goodwill_Intangibles,1.5,2.6,3.2,3.2,3.2,3.5,3.5,,3.5,3.5
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,1.9,2.1,1.2,2.6,1.2,2.6,3.0,1.4,2.9,4.8
Shares_Diluted,6.2642,5.6454,5.6212,5.3283,5.1814,4.6984,3.7495,,3.1208,3.0736
Total_Assets,5.5,6.5,6.8,8.0,7.1,7.7,7.5,,6.8,8.6
Total_Liabilities,3.4,3.3,3.7,4.9,4.3,4.9,5.1,,5.6,6.9
