AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,3310.8,3318.8,2803.5,2509.1,3306.2,3532.8,3466.4,3321.3,3296.4,3857.7
Current_Liabilities,1375.2,1236.9,1333.0,1308.9,1685.9,1705.3,1664.0,1669.3,1168.2,1540.6
Diluted_EPS,-0.737,-0.015,-1.091,-1.882,0.374,1.584,1.153,1.467,0.813,1.929
Goodwill_Intangibles,2957.6,3018.8,3025.4,3016.7,3047.6,3001.1,3009.9,3166.5,2673.5,2689.8
Inventory,1173.5,1137.7,1173.7,943.6,1474.2,1637.1,1636.6,1667.9,1354.4,1862.5
LT_Debt,3147.8,3176.3,2480.7,2496.0,2460.8,2430.2,2435.4,2435.6,2411.5,2409.1
Revenue,2900.8,2819.4,2062.9,3400.5,4381.9,4424.8,4782.6,3897.2,4344.2,4770.8
Shares_Diluted,162.151,162.015,161.889,161.873,162.165,165.011,170.547,172.239,173.97299999999996,176.92700000000005
Total_Assets,11506.9,11579.7,11063.8,11221.8,12164.8,12191.3,12104.5,12123.4,10994.6,11495.1
Total_Liabilities,6338.5,6243.6,5681.2,5627.6,6186.6,6171.1,6091.3,6059.4,5076.0,5482.8
