AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1205.6,1047.0,1115.4,929.7,945.5,925.1,869.4,847.0,890.2
Current_Liabilities,528.9,434.5,410.2,391.4,407.7,393.1,366.6,296.2,373.6
Diluted_EPS,0.661,0.646,0.326,0.299,0.499,0.532,0.302,0.415,0.528
Goodwill_Intangibles,466.0,471.0,476.0,482.8,462.5,448.5,453.9,421.9,427.7
Inventory,413.0,326.8,361.7,332.0,324.5,325.5,315.3,309.3,356.6
LT_Debt,351.3,351.6,496.5,353.0,355.7,352.0,352.7,354.0,355.6
Revenue,1090.3,979.9,920.9,890.6,964.2,946.4,825.4,859.5,990.3
Shares_Diluted,67.967,67.564,67.643,67.608,67.361,67.077,67.282,67.763,67.896
Total_Assets,2177.5,2030.4,2093.4,1906.1,1880.2,1811.3,1745.2,1576.1,1626.8
Total_Liabilities,1075.0,980.3,1090.4,924.6,922.6,891.7,864.2,701.5,780.2
