AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.7,0.8,0.9,1.1,0.3,0.6,0.0,0.2,0.3,0.4,0.1,0.1,0.1,0.3,0.4,0.1,0.2,0.4
Current_Liabilities,0.2,0.2,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.0
Diluted_EPS,-0.062,-0.094,-0.092,-0.101,-0.126,-0.192,-0.106,-0.099,-0.303,0.077,-0.062,-0.053,-0.055,-0.039,-0.042,-0.044,-0.042,-0.055
Goodwill_Intangibles,1.7,1.9,2.2,2.4,2.7,2.9,3.2,3.4,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,3.7,3.7,3.7,3.7,3.7,3.7,2.3,2.3,2.2,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1
Shares_Diluted,6.6574,6.6552,6.6319,5.89,5.8819,5.8819,5.8819,5.8819,5.8819,6.0686,5.8819,5.8819,5.8819,5.8819,5.8819,5.8819,5.8819,5.8819
Total_Assets,2.4,2.7,3.1,3.5,2.9,3.6,3.2,3.6,4.0,4.5,4.2,4.2,4.2,4.4,4.6,4.3,4.4,4.6
Total_Liabilities,3.9,3.9,3.8,3.8,3.8,3.8,2.5,2.3,2.2,1.1,1.4,1.1,1.0,1.0,1.0,1.0,1.0,1.0
