AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,57.5,51.1,49.5,58.5,50.5,42.8,42.1,49.0
Current_Liabilities,38.8,33.5,36.2,46.1,34.7,20.0,24.2,33.8
Diluted_EPS,-0.057,-0.032,-0.162,-0.107,-0.076,0.004,-0.034,-0.195
Goodwill_Intangibles,0.4,0.7,1.0,1.3,1.6,1.9,2.2,2.5
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,16.2,14.4,9.4,4.5,5.1,11.6,12.0,8.8
Revenue,42.5,38.9,36.3,54.7,40.5,34.8,32.4,46.2
Shares_Diluted,31.6536,31.5444,31.51,31.4902,31.082,30.2069,27.4891,27.4808
Total_Assets,59.3,53.3,51.5,60.9,53.2,46.0,44.4,51.6
Total_Liabilities,55.7,48.7,46.5,51.5,40.7,32.6,36.2,42.6
