AAII_QTR_DATA,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020
Current_Assets,0.8,1.5,2.9,0.1,0.1,0.2,0.2,0.6,0.6
Current_Liabilities,29.5,29.3,29.3,0.1,2.5,3.1,2.9,2.6,2.6
Diluted_EPS,-0.09,-0.093,-0.029,-0.408,4.221,2.969,-1.268,-4.863,0.29
Goodwill_Intangibles,79.7,80.6,81.4,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,20.0202,20.0202,16.4045,,0.1886,0.1879,0.1872,0.1511,0.1872
Total_Assets,81.2,82.8,84.4,0.1,0.1,0.2,0.2,0.7,0.6
Total_Liabilities,40.9,40.7,40.3,0.1,2.5,3.1,2.9,2.6,2.6
