AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,6.5,9.4,10.2,10.9,10.5,16.6,9.9,13.2,2.5,2.7,,,,
Current_Liabilities,29.9,38.2,36.0,15.8,11.3,11.0,3.3,1.9,0.7,0.3,,,,
Diluted_EPS,-0.253,-0.532,-0.798,-0.7,-0.928,-0.684,-0.448,-0.375,-0.224,-0.217,-0.042,-0.002,0.0,-0.002
Goodwill_Intangibles,61.5,62.0,58.2,67.1,73.4,77.3,3.9,4.0,2.2,2.4,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,12.9,12.3,11.1,32.2,32.7,31.5,0.5,0.0,0.8,0.5,0.0,0.0,0.0,0.0
Revenue,11.6,14.4,14.3,18.2,19.0,7.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0
Shares_Diluted,21.9877,17.1085,16.5562,14.8425,14.2368,13.699,13.6381,10.5498,10.5877,12.6488,,,,
Total_Assets,68.5,72.0,68.9,79.1,84.8,94.5,14.1,17.3,5.0,5.3,,,,
Total_Liabilities,42.8,50.6,47.1,48.0,44.0,42.5,3.8,2.3,1.9,1.2,,,,
