AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,21.9,25.1,18.8,25.8,51.9,8.7,1.7,2.8,4.1,4.3,6.1,5.5,5.7,6.2
Current_Liabilities,7.1,3.7,3.7,4.6,7.7,3.9,2.4,2.9,3.2,4.4,6.1,3.5,3.6,4.1
Diluted_EPS,-0.058,-0.175,-0.167,-1.703,-0.238,-0.666,0.203,-1.009,-1.389,-0.84,-0.9,-0.244,-0.068,-0.218
Goodwill_Intangibles,2.0,8.0,8.0,8.9,8.9,8.9,1.4,1.4,1.5,1.7,2.6,3.2,3.2,3.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.1,0.5,1.6,1.6,0.0,0.0,2.0,2.3,2.5
Revenue,,,,,,,1.2,1.5,0.8,2.4,5.2,4.6,5.2,4.8
Shares_Diluted,58.805,53.626,52.1367,50.544,42.448,27.799,1.476,1.468,1.4625,1.4505,1.445,1.4369999999999998,1.435,1.433
Total_Assets,26.9,35.4,31.5,39.4,64.7,20.7,3.7,5.1,6.8,11.0,14.1,14.9,15.6,16.5
Total_Liabilities,12.1,18.1,6.0,26.4,29.5,25.1,2.9,4.6,4.9,7.2,9.0,8.6,9.0,9.8
