AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,737.0,747.1,744.8,706.9,686.3,683.6,638.8,586.7,532.1,609.4,419.8,399.7,,,,,
Current_Liabilities,491.1,446.4,432.5,454.7,428.7,408.4,371.9,367.9,367.6,387.1,272.7,279.2,,,,,
Diluted_EPS,-0.033,0.093,0.18,0.232,0.007,0.091,0.255,0.181,-0.13,-0.02,0.078,0.176,-0.084,-0.141,-0.054,-0.035,-0.12
Goodwill_Intangibles,443.4,414.4,390.4,373.9,378.6,383.6,390.0,383.4,386.1,392.1,152.7,154.7,,,,,
Inventory,244.9,222.0,224.5,233.6,219.2,197.8,189.0,183.1,171.1,163.7,146.2,145.9,,,,,
LT_Debt,1018.6,966.0,949.3,903.9,904.2,905.8,910.2,907.8,878.3,935.2,516.6,516.7,0.0,0.0,0.0,0.0,0.0
Revenue,2088.5,2180.1,2449.6,2540.3,1972.8,1988.2,2035.0,1909.8,1484.4,1336.0,960.1,814.3,899.9,1012.0,1104.3,1119.4,893.0
Shares_Diluted,120.253,122.315,130.388,130.558,125.433,125.686,133.925,133.032,124.361,540.3739,124.4278,124.4278,,,,,
Total_Assets,3590.8,3255.2,3089.3,2949.8,2940.9,2942.3,2808.4,2769.4,2650.6,2739.8,1919.0,1911.8,,,,,
Total_Liabilities,3215.7,2874.3,2719.4,2604.2,2599.5,2588.8,2467.7,2464.3,2371.1,2421.8,1820.5,1823.7,,,,,
