AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
Current_Assets,43.2,43.3,37.0,27.0,29.6,28.0,15.4,0.1,0.6,0.3,0.5,0.7,0.5,0.9,1.3
Current_Liabilities,24.1,27.9,24.6,20.9,27.5,30.1,39.8,1.0,0.5,1.0,0.8,0.7,0.6,0.8,0.7
Diluted_EPS,0.346,0.316,-0.688,0.739,-0.403,1.048,-2.08,0.138,-0.9420000000000001,0.156,0.09300000000000001,-0.064,0.033,0.027000000000000003,0.016
Goodwill_Intangibles,35.8,37.6,38.6,41.8,44.3,47.2,50.0,,,,,,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,23.0,25.0,25.7,22.0,22.4,24.2,66.4,,,,,,0.0,0.0,0.0
Shares_Diluted,12.6,12.563,12.802,11.904,11.9,15.325,0.7173,7.4272,15.9728,21.1611,21.1611,21.1611,21.1611,21.1611,27.1956
Total_Assets,79.5,81.7,76.3,69.9,75.0,76.5,66.6,33.3,33.8,177.1,175.9,175.4,174.7,174.2,173.5
Total_Liabilities,26.8,36.3,38.4,34.0,48.0,47.6,42.3,25.8,27.3,13.0,15.2,16.6,7.4,7.6,7.4
