AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,159.2,169.8,180.2,270.9,330.5,0.2,0.3,0.3
Current_Liabilities,151.3,136.1,141.3,236.1,276.3,1.4,0.0,0.1
Diluted_EPS,-0.248,-0.077,-0.088,-0.191,-0.513,-0.03,0.006,0.005
Goodwill_Intangibles,1350.7,1347.6,1350.0,1352.9,1355.2,,,
Inventory,14.5,12.8,10.3,9.9,8.9,,,
LT_Debt,322.2,323.1,323.5,323.3,323.2,0.0,0.0,0.0
Revenue,102.6,98.3,86.1,67.6,384.1,0.0,0.0,0.0
Shares_Diluted,131.4559,130.875,131.8,131.2869,131.357,40.4625,40.4625,40.4625
Total_Assets,2104.0,2098.5,2111.9,2225.1,2297.5,46.5,46.4,46.1
Total_Liabilities,933.7,861.8,868.0,970.0,1016.0,2.5,1.1,1.2
