AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,59.0,63.2,59.5,57.1,60.6,58.9,61.0,61.6,59.3,57.1,56.2
Current_Liabilities,13.8,13.8,11.3,10.9,10.0,10.0,10.5,10.9,8.6,8.0,9.5
Diluted_EPS,-4.088,-0.348,-0.372,-1.257,0.037,-0.667,0.205,-0.426,0.285,0.268,-0.77
Goodwill_Intangibles,2.4,2.3,2.2,2.2,2.3,2.2,2.3,2.4,2.4,2.4,2.5
Inventory,3.0,3.8,1.8,1.7,2.6,2.0,2.2,2.4,2.4,2.3,2.4
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,3.1,4.1,5.0,3.7,7.9,7.0,7.5,7.7,8.4,7.6,8.6
Shares_Diluted,3.1846,3.037,3.0364,3.037,3.037,2.6874,2.5411,2.5413,2.5413,2.3653,2.3593
Total_Assets,73.7,83.2,79.1,78.9,83.1,81.1,83.7,85.3,82.5,81.1,83.1
Total_Liabilities,15.9,16.3,13.8,12.6,11.8,11.7,12.2,12.7,10.3,9.7,11.3
