AAII_QTR_DATA,03/31/2022,09/30/2021,06/30/2021,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
Current_Assets,104.9,110.3,112.0,224.7,226.3,226.2,242.3,242.0,234.8,232.8,245.9,228.5
Current_Liabilities,14.3,43.6,43.7,44.5,66.1,67.0,67.8,66.7,61.7,62.2,62.0,59.2
Diluted_EPS,-0.05,-0.945,-0.28,-0.511,0.162,0.132,0.012,0.183,0.095,0.024,0.165,-0.6759999999999999
Goodwill_Intangibles,6.7,7.1,7.2,7.8,9.2,9.4,9.5,9.7,9.8,10.0,66.5,130.3
Inventory,,,0.0,0.0,51.5,55.2,56.4,54.6,56.4,52.9,58.4,105.3
LT_Debt,0.0,0.0,0.0,7.2,13.0,13.1,13.4,13.3,16.5,16.8,18.2,17.1
Revenue,2.7,2.6,5.2,30.3,37.4,38.6,29.3,35.2,38.8,34.0,33.7,31.4
Shares_Diluted,60.3525,60.3529,60.1581,50.1533,49.9688,49.9688,49.8735,43.2006,36.6504,37.574,30.6538,37.917
Total_Assets,396.0,450.0,498.0,653.4,791.7,794.4,799.1,790.6,783.4,790.3,808.5,773.9
Total_Liabilities,88.1,124.6,125.2,131.6,160.3,162.8,164.6,161.9,160.9,164.3,177.4,161.6
