AAII_QTR_DATA,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018
Current_Assets,1.8,2.0,1.3,2.1,1.9,1.9,1.0,3.7,6.1,6.4,1.2
Current_Liabilities,59.7,52.4,41.4,39.7,37.6,34.3,28.9,28.8,59.8,42.9,25.2
Diluted_EPS,-0.219,-0.111,-0.145,-0.073,-0.105,-0.123,-0.138,-0.122,0.079,0.25,0.196
Goodwill_Intangibles,43.4,43.6,43.9,49.4,49.5,49.7,48.1,48.3,64.9,12.2,3.2
Inventory,0.6,0.7,0.7,0.9,0.9,0.7,0.4,0.3,1.1,0.8,0.0
LT_Debt,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.1,0.6,0.5,0.9,0.7,6.2,1.1,5.2,1.7,0.0
Shares_Diluted,110.1232,96.8591,80.3453,76.9769,65.603,74.4605,67.7038,84.5065,73.1953,64.0372,76.0372
Total_Assets,45.5,45.9,45.4,51.9,52.1,52.2,49.6,54.0,73.1,21.4,6.6
Total_Liabilities,113.6,91.2,66.8,64.6,66.6,62.2,58.9,66.3,88.3,41.4,44.6
