AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,1585.0,1746.8,1742.9,1743.4,1759.7,1798.7,1759.6,1756.3,453.7,,,,,,
Current_Liabilities,326.3,282.9,250.2,228.5,233.9,238.0,188.5,171.6,164.3,,,,,,
Diluted_EPS,-0.127,-0.048,-0.097,-0.082,-0.112,-0.068,-0.085,-0.127,-0.024,-0.026,-0.023,-0.013,-0.027,-0.027,-0.019
Goodwill_Intangibles,123.4,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,,,6.3,5.3,4.9,,,,,,,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,217.3,203.8,191.6,186.7,166.1,155.4,131.5,122.3,108.0,88.2,84.3,69.4,48.4,42.8,39.2
Shares_Diluted,539.7441,544.7452,548.9902,544.7041,542.566,541.3835,539.777,538.8835,530.2459,,,,,,
Total_Assets,1774.2,1770.3,1774.5,1776.9,1793.5,1830.4,1783.1,1780.3,481.8,,,,,,
Total_Liabilities,340.5,297.4,262.1,242.4,249.9,257.0,209.8,194.3,193.5,,,,,,
