AAII_QTR_DATA,02/28/2022,08/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018
Current_Assets,74.5,96.1,73.3,68.7,67.1,65.0,87.3,108.9,111.8,116.9,75.7,83.6,85.8
Current_Liabilities,13.3,28.0,32.2,35.4,32.8,34.8,30.2,38.1,30.0,34.7,25.1,25.4,29.6
Diluted_EPS,-1.602,-108.772,-14.303,-10.902,3.675,-13.096,-8.802,13.092,0.0579999999999999,0.012,-0.0559999999999999,0.008,0.019
Goodwill_Intangibles,0.5,0.6,6.2,6.3,6.3,6.4,6.2,27.0,28.4,30.2,29.6,29.5,22.8
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,10.1,25.3,9.9,9.6,11.9,8.3,10.1,14.7,19.1,13.4,9.9,13.8,13.7
Shares_Diluted,2.1851,0.1157,0.1157,0.1157,0.1179,0.1157,2.3146,0.1218,49.5168,49.6638,48.0377,50.2723,50.6652
Total_Assets,85.4,109.2,137.1,148.9,149.5,152.0,147.1,177.5,184.0,195.4,142.3,145.4,139.8
Total_Liabilities,22.2,29.4,53.6,54.8,52.4,55.5,57.7,62.0,62.8,72.4,33.5,33.8,34.4
