AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,155915.0,146979.0,111136.0,112947.0,87442.0,83314.0,79679.0,77597.0,80042.0,78085.0,85265.0,81372.0
Current_Liabilities,128658.0,122638.0,95102.0,96909.0,75183.0,70008.0,64676.0,57657.0,60881.0,66680.0,70244.0,66696.0
Diluted_EPS,2.127,1.85,2.181,1.71,0.8,1.23,0.309,0.04,-3.27,-0.015,0.968,1.04
Goodwill_Intangibles,37020.0,32504.0,32484.0,32895.0,33359.0,33239.0,33528.0,33145.0,33114.0,32823.0,33178.0,31539.0
Inventory,28542.0,24456.0,19952.0,19601.0,19162.0,16192.0,14730.0,12373.0,12688.0,11556.0,17132.0,16226.0
LT_Debt,46868.0,46546.0,49512.0,50810.0,52331.0,52541.0,60203.0,61477.0,61540.0,48896.0,47773.0,47923.0
Revenue,70445.0,63950.0,55298.0,49070.0,41633.0,38633.0,32348.0,27217.0,21562.0,38577.0,43385.0,42538.0
Shares_Diluted,2635.185,2620.541,2635.06,2661.404,2640.0,2645.529,2619.287,2950.0,2581.04,2573.174,2609.219,2622.115
Total_Assets,333406.0,324579.0,293458.0,295680.0,272707.0,269158.0,266132.0,256982.0,259405.0,263184.0,273294.0,267441.0
Total_Liabilities,216718.0,208099.0,181722.0,185664.0,164611.0,159863.0,162430.0,154748.0,158200.0,151178.0,156516.0,152447.0
