AAII_QTR_DATA,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,1.2,1.7,1.4,4.1,13.3,13.8,14.7,2.3,3.2,4.1,1.8,2.0,2.2
Current_Liabilities,22.2,19.7,15.1,11.2,10.2,0.3,0.5,0.3,0.5,0.8,1.1,1.5,0.6
Diluted_EPS,-0.067,-0.07,-0.166,-1.419,-0.47,-0.267,-0.216,-0.052,-0.057,-0.031,-0.052,-0.063,-0.04
Goodwill_Intangibles,10.5,10.6,10.7,10.8,78.5,,,,,,,,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,10.6,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,0.7,0.8,1.0,1.3,0.2,0.0,0.0,0.0,0.0,0.1,0.2,0.4,0.3
Shares_Diluted,50.2341,49.6711,46.683,54.4271,27.0366,24.7233,24.4237,13.2748,13.0025,11.9474,11.3535,11.2982,11.2982
Total_Assets,12.7,13.5,13.5,21.2,98.0,13.8,14.7,2.3,3.2,4.1,1.9,2.0,2.2
Total_Liabilities,23.0,20.5,16.0,22.7,23.9,5.3,5.5,5.3,5.5,5.8,6.1,6.6,5.6
