AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,5.7,6.9,8.4,10.1,11.5,14.1,7.1,2.9,4.5,3.5,3.0,3.0,3.6,,,
Current_Liabilities,39.5,35.6,15.7,15.0,10.6,12.1,10.4,10.3,8.5,10.2,8.9,7.1,2.7,,,
Diluted_EPS,-0.057,-0.041,-0.035,-0.092,-0.009,0.001,-0.018,-0.117,-0.026000000000000002,-0.026000000000000002,-0.032,-0.121,-0.013,-0.013999999999999999,-0.006,-0.004
Goodwill_Intangibles,77.5,77.8,76.4,76.7,128.0,130.0,8.8,8.9,9.1,9.3,2.9,3.0,8.8,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1.4,1.6,16.3,15.0,3.7,2.7,2.3,2.2,2.7,0.0,0.0,0.0,2.7,0.0,0.0,0.0
Revenue,4.9,6.6,6.2,6.1,6.7,6.1,3.0,2.5,2.2,1.9,1.5,1.3,1.5,1.1,1.0,0.5
Shares_Diluted,96.1626,95.2717,94.9102,98.0265,92.2095,84.9382,58.4881,60.9857,61.4249,61.4249,61.7211,63.8026,63.1598,,,
Total_Assets,120.5,120.9,117.0,116.8,149.9,153.1,26.0,20.7,22.3,21.5,14.6,14.5,19.4,,,
Total_Liabilities,42.0,38.1,32.6,30.7,14.3,15.0,12.8,12.6,11.3,10.4,8.9,7.0,5.3,,,
