AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,85.9,79.2,109.8,60.4,73.9,82.8,71.0,73.6,66.5,58.8,49.5,53.4,52.8,54.4,50.9,53.5,52.4,67.6
Current_Liabilities,390.0,357.9,116.8,108.5,116.0,120.4,384.7,348.7,213.9,132.2,105.1,110.0,104.0,103.1,103.2,126.6,128.4,131.4
Diluted_EPS,-0.051,0.471,0.292,0.793,0.309,0.409,-0.333,0.861,0.5,0.767,0.6629999999999999,-0.188,0.477,0.433,0.25,0.3939999999999999,0.005,0.64
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.1,0.2,0.4,0.5,0.7,0.8,1.0,1.1,1.3,1.4,1.6,1.7,1.9,2.0
Inventory,5.8,4.9,3.6,3.9,3.3,2.4,3.3,2.6,2.7,2.1,2.2,2.2,2.3,2.3,2.4,2.6,2.4,2.5
LT_Debt,686.6,728.4,891.1,859.8,878.5,904.2,646.3,707.1,846.2,827.4,870.2,894.1,911.9,935.9,953.7,952.6,970.4,1000.2
Revenue,71.6,67.8,64.0,65.2,72.1,66.6,70.9,71.5,69.9,71.3,70.3,67.8,70.1,71.0,70.9,70.5,70.9,70.7
Shares_Diluted,34.011,33.923,33.838,33.754,49.721,33.056,32.782,32.694,32.694,32.694,32.694,32.694,32.694,32.694,32.694,32.694,47.398,32.694
Total_Assets,1734.0,1757.3,1682.6,1653.3,1677.3,1704.3,1718.8,1775.3,1780.3,1677.4,1691.0,1717.7,1738.0,1761.6,1782.0,1812.1,1836.8,1880.8
Total_Liabilities,1081.7,1091.3,1012.6,973.4,1004.3,1035.0,1043.7,1069.4,1082.7,984.6,1003.5,1032.0,1026.3,1053.9,1068.6,1087.1,1104.8,1137.8
