AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020,03/31/2020
Current_Assets,198.5,197.0,187.8,175.2,143.7,160.0,143.6,137.6,140.1,,,
Current_Liabilities,75.4,78.9,74.4,76.4,75.9,74.6,77.5,69.1,71.2,,,
Diluted_EPS,0.186,0.176,0.131,0.125,-0.295,0.125,-0.193,0.197,0.198,1.111,0.346,0.123
Goodwill_Intangibles,130.1,132.3,128.7,133.2,122.7,108.7,110.7,113.2,115.3,,,
Inventory,76.3,70.3,79.2,76.6,69.4,64.0,71.1,68.4,63.5,,,
LT_Debt,135.1,137.5,139.8,142.2,144.7,146.5,213.0,197.5,209.4,0.0,0.0,0.0
Revenue,111.7,123.6,111.6,118.2,104.4,103.5,98.7,114.6,110.5,404.6,93.3,97.9
Shares_Diluted,37.6295,37.3958,37.7476,35.6886,34.4463,34.3834,27.4833,34.6262,34.6262,,,
Total_Assets,389.0,392.0,375.2,369.5,321.0,311.8,302.0,293.9,300.5,,,
Total_Liabilities,219.5,226.1,218.6,223.2,225.1,223.2,294.7,270.9,284.5,,,
