AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,258.4,271.1,252.0,275.7,268.2,,0.3,0.5,,1.0,0.0
Current_Liabilities,109.0,100.2,71.1,57.9,61.0,,0.3,0.2,,0.2,0.1
Diluted_EPS,-0.034,0.079,0.029,0.11,0.092,0.256,0.038,-0.212,-0.029,-0.01,0.0
Goodwill_Intangibles,86.6,61.9,55.2,19.1,19.3,,0.0,0.0,,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,7.3,7.2,7.5,6.3,7.6,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,113.0,108.8,104.3,109.5,117.9,318.7,,0.0,49.7,0.0,0.0
Shares_Diluted,102.5793,102.7364,107.4031,115.2797,115.652,,14.375,14.375,,14.375,14.375
Total_Assets,407.5,393.3,355.9,331.9,325.2,,115.3,115.5,,116.1,0.1
Total_Liabilities,128.9,120.0,91.7,84.8,93.2,,13.0,13.7,,4.2,0.1
