AAII_QTR_DATA,07/25/2020,04/25/2020,01/25/2020,10/26/2019,07/27/2019,04/27/2019,01/26/2019,10/27/2018,07/28/2018
Current_Assets,361.4,511.7,448.2,470.5,479.4,441.7,414.5,394.7,366.3
Current_Liabilities,299.0,621.7,537.7,571.3,600.7,535.6,469.8,462.4,413.4
Diluted_EPS,1.393,-5.597,-3.633,-0.229,0.161,0.211,0.449,0.167,-0.16
Goodwill_Intangibles,1.5,1.5,321.2,571.2,571.2,571.2,571.2,571.2,
Inventory,305.5,407.0,417.8,431.5,436.7,408.0,382.0,349.4,331.5
LT_Debt,359.5,334.2,334.3,345.0,345.6,346.1,371.5,321.8,317.2
Revenue,515.2,189.8,397.7,318.7,342.3,306.3,354.1,267.2,288.5
Shares_Diluted,64.1863,64.13,61.6651,64.0836,64.6601,65.8158,66.0081,66.6046,62.89100000000001
Total_Assets,2330.8,2468.4,2679.5,2921.9,2891.0,2758.2,1726.2,1635.2,1562.0
Total_Liabilities,1987.3,2216.6,2070.9,2091.1,2047.6,1928.0,1015.1,955.5,898.0
