AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,6.3,0.0,0.2,1.5,1.5,1.7,0.1,0.1,0.0,1.1,1.1,1.4,1.6,1.4
Current_Liabilities,0.1,1.3,0.6,0.0,0.0,0.1,0.7,0.6,0.3,2.0,1.4,1.6,1.7,1.5
Diluted_EPS,-0.599,-0.045,-0.033,-0.006,-0.016,-0.012,-0.225,-0.219,-2.444,-0.693,-0.7020000000000001,-0.54,-0.618,-0.685
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,,,,,1.4,1.4,1.4,1.4,1.5
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.9,0.5,0.7,0.6
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,21.317,21.317,18.5654,12.9029,12.9004,8.4532,0.3979,0.3976,0.3941,0.3921,0.3895,0.3787,0.3793,0.1824
Total_Assets,6.3,0.2,0.4,1.7,1.7,1.9,0.3,0.3,0.0,3.5,3.5,3.6,3.8,3.7
Total_Liabilities,0.1,1.4,0.6,0.0,0.0,0.1,0.7,0.6,0.3,2.8,2.6,2.5,2.5,2.2
