AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,603.5,683.3,782.6,784.2,736.0,670.9,892.2,910.2,1255.2,1180.8,1085.0,1361.7,928.6
Current_Liabilities,928.3,993.6,1586.4,1596.1,986.1,522.8,767.4,534.3,1845.1,668.0,607.8,698.7,764.2
Diluted_EPS,-0.037,-0.089,-0.013,0.047,-0.085,0.058,0.1,0.168,0.373,0.032,0.271,0.065,-0.122
Goodwill_Intangibles,2283.6,2298.9,2311.6,2284.5,2347.2,2365.4,2378.5,2405.1,3600.4,3615.6,3636.7,3662.4,3697.1
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,494.9,494.7,494.3,496.0,1104.5,1524.8,1512.9,1650.7,793.5,1923.7,1911.2,2197.7,2185.4
Revenue,333.1,336.6,347.0,345.8,307.7,298.6,677.4,361.5,387.6,377.4,336.6,419.7,479.4
Shares_Diluted,314.878,294.388,285.284,314.21,282.554,287.86,287.978,289.453,290.19599999999997,285.942,285.866,292.3590000000001,287.163
Total_Assets,3386.7,3467.5,3594.1,3647.7,3593.3,3546.1,3756.8,3785.7,5365.8,5188.9,5133.0,5450.0,5302.4
Total_Liabilities,1706.7,1772.6,2370.9,2441.3,2449.4,2395.8,2641.0,2545.2,3210.8,3145.9,3088.3,3507.9,3584.9
