AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,340.1,358.6,374.3,371.4,167.3,173.0,29.2,46.9
Current_Liabilities,17.2,18.5,26.9,31.8,20.1,30.7,33.7,17.6
Diluted_EPS,-0.222,-0.132,-0.091,-0.179,-0.348,-0.312,-0.843,-0.271
Goodwill_Intangibles,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,,0.0,0.0,0.1,,0.0,0.1
Shares_Diluted,103.7822,103.0042,101.2147,87.8328,83.7522,65.5223,28.4155,28.0388
Total_Assets,343.1,361.4,377.1,374.6,170.7,176.6,33.1,50.6
Total_Liabilities,17.7,19.2,27.6,32.6,21.0,31.7,34.8,19.7
