AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,6118.8,6471.1,5640.2,5719.9,5185.5,4962.7,4246.5,4215.9,4.4,5.5,6.0,0.1
Current_Liabilities,5586.1,5977.5,5153.4,5240.9,4716.3,4497.8,3801.0,3772.3,2.1,0.1,0.0,0.1
Diluted_EPS,0.02,-0.029,-0.076,0.012,0.055,-0.055,0.002,-0.037,-0.064,-0.091,-0.001,0.0
Goodwill_Intangibles,70.0,65.3,58.6,59.3,60.8,58.7,56.9,57.3,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,17.1,16.1,15.7,14.8,14.3,13.7,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,192.0,183.6,158.9,148.2,137.0,139.2,122.7,110.9,100.6,,,
Shares_Diluted,388.3083,356.0994,349.7408,366.0137,365.9922,344.5134,339.7154,338.352,54.8688,99.5351,95.2048,96.4625
Total_Assets,6237.7,6594.7,5759.5,5842.3,5307.9,5078.8,4360.2,4333.5,759.2,760.3,760.7,0.1
Total_Liabilities,5660.9,6049.4,5226.8,5299.4,4785.9,4591.7,3868.3,3851.7,87.5,79.6,30.3,0.1
