AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
Current_Assets,239.1,277.8,352.5,427.6,378.0,413.0,487.7,,
Current_Liabilities,154.7,159.6,171.8,174.9,103.2,129.5,169.0,,
Diluted_EPS,-0.395,-0.592,-0.429,-0.297,-0.431,-0.179,-0.624,-0.256,-0.094
Goodwill_Intangibles,318.6,320.4,325.2,326.8,323.8,324.9,312.0,,
Inventory,0.9,3.6,4.6,5.9,,,,,
LT_Debt,1274.1,1230.2,1191.9,729.4,728.6,718.6,693.0,0.0,0.0
Revenue,76.5,71.4,78.6,65.9,46.1,47.5,72.7,15.3,20.5
Shares_Diluted,102.7876,102.7984,102.73,99.3788,99.3788,99.3788,99.3788,,
Total_Assets,2447.1,2478.4,2525.5,2560.2,2437.7,2442.3,2508.3,,
Total_Liabilities,1608.1,1662.2,1699.9,1203.7,1081.1,980.2,981.9,,
