AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021
Current_Assets,1712.3,1593.9,,,,,,
Current_Liabilities,1138.9,817.5,,,,,,
Diluted_EPS,0.146,0.129,0.113,0.107,0.099,0.072,0.08,0.111
Goodwill_Intangibles,148.6,150.6,,,,,,
Inventory,257.0,256.2,,,,,,
LT_Debt,1697.5,1783.1,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,755.0,712.8,712.9,718.5,700.6,653.0,632.1,653.2
Shares_Diluted,615.0265,615.0265,,,,,,
Total_Assets,3067.7,2983.3,,,,,,
Total_Liabilities,2989.5,2703.2,,,,,,
