AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,1027.6,1037.4,1081.2,1019.0,1146.7,1181.2,1179.9,1093.3,1216.4,538.6,531.6,,,,,,
Current_Liabilities,275.1,258.6,271.8,299.8,265.6,269.0,227.3,201.7,178.7,146.9,124.0,,,,,,
Diluted_EPS,-0.042,-0.042,-0.069,-0.112,-0.145,-0.091,-0.065,-0.081,-0.128,-0.067,-0.073,-0.076,-0.0969999999999999,-0.113,,,
Goodwill_Intangibles,28.8,29.3,30.0,18.6,19.4,20.1,15.6,2.5,3.0,3.4,3.8,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,140.9,157.9,129.2,118.5,105.3,144.5,116.7,90.5,69.3,75.3,55.4,38.7,27.9,35.1,26.9,24.2,18.0
Shares_Diluted,610.4901,609.6627,613.243,614.4085,600.9667,595.0921,590.3596,561.5054,561.5054,561.5054,561.5054,,,,,,
Total_Assets,1078.1,1085.1,1131.0,1185.6,1191.2,1248.0,1238.1,1217.5,1259.1,544.6,538.2,,,,,,
Total_Liabilities,301.5,283.8,296.7,325.3,291.3,294.0,244.5,209.2,185.8,146.9,124.1,,,,,,
