AAII_QTR_DATA,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,09/30/2014,06/30/2014,03/31/2014
Current_Assets,20.7,20.6,23.3,0.0,0.0,0.2,0.2,0.0
Current_Liabilities,29.3,23.1,16.1,0.1,0.1,0.7,0.9,0.0
Diluted_EPS,-0.25,-0.238,-0.074,-0.002,-0.001,0.0,-0.012,-0.015
Goodwill_Intangibles,25.3,25.5,25.5,,,,,
Inventory,7.9,6.6,7.7,,,0.1,0.1,
LT_Debt,27.1,30.5,39.7,0.0,0.0,0.0,0.0,0.1
Revenue,13.5,13.2,10.8,0.0,0.0,0.7,1.7,0.7
Shares_Diluted,11.0813,11.0813,11.0813,11.0813,11.0813,9.9963,9.7384,9.6891
Total_Assets,51.8,50.2,55.1,0.0,0.0,0.4,0.6,0.1
Total_Liabilities,58.1,53.8,56.0,0.1,0.1,0.7,0.9,0.1
