AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,521.3,529.9,521.7,523.5,535.0,565.1,572.7,184.9,154.1,,,,,
Current_Liabilities,63.5,72.6,68.5,60.7,54.2,62.4,55.1,48.6,61.7,,,,,
Diluted_EPS,-0.104,-0.069,-0.153,-0.199,-0.202,-0.169,-0.825,-0.13,-0.277,,,,0.0,
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,68.9,79.3,63.2,59.9,58.8,69.8,52.5,55.7,51.1,57.0,41.7,37.8,33.2,39.0
Shares_Diluted,172.8441,170.7342,168.7988,166.3658,164.5853,164.6169,111.1644,157.6255,157.6255,,,,,
Total_Assets,598.4,609.0,598.8,599.1,610.7,600.6,598.5,210.9,176.8,,,,,
Total_Liabilities,103.0,112.5,108.4,99.9,94.9,71.8,62.7,102.5,101.4,,,,,
