AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,06/30/2019,03/31/2019
Current_Assets,402.8,458.5,555.6,443.7,483.4,591.4,476.5,480.5,513.8,212.1,,
Current_Liabilities,113.5,123.7,135.4,128.5,108.8,115.2,141.0,108.0,95.8,57.0,,
Diluted_EPS,-0.65,-0.039,-0.836,-0.288,0.0,0.213,0.543,-0.002,0.11199999999999999,-0.212,0.059,0.311
Goodwill_Intangibles,76.7,125.3,126.5,127.4,121.3,102.9,74.6,74.6,74.6,13.2,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,698.6,699.4,700.4,458.7,459.1,460.7,313.4,312.6,311.8,429.8,0.0,0.0
Revenue,136.4,275.1,195.0,157.5,184.3,265.3,357.6,122.8,141.4,390.1,74.4,263.1
Shares_Diluted,164.426,164.083,163.966,163.8975,165.691,165.731,165.563,162.5955,162.1907,161.8173,,
Total_Assets,1290.1,1435.3,1444.8,1389.7,1423.9,1434.1,1262.0,1113.8,1073.8,661.7,,
Total_Liabilities,898.9,938.7,952.4,756.0,756.8,763.6,627.9,568.8,528.1,597.7,,
