AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,241.8,236.0,227.2,222.3,193.9,176.0,157.5,151.8,149.6,142.2,139.8,133.8,140.8,115.6,120.0,118.9,120.7,110.9,105.0
Current_Liabilities,86.9,87.6,88.1,93.4,78.8,78.4,62.4,59.3,55.7,52.5,52.1,49.7,53.3,46.6,48.2,45.2,45.2,44.6,43.1
Diluted_EPS,0.391,0.231,0.409,0.288,0.161,0.107,0.412,0.32,0.826,0.187,0.279,0.2019999999999999,0.283,0.244,0.325,0.313,0.477,0.278,0.519
Goodwill_Intangibles,242.6,245.4,243.2,250.9,207.9,210.4,121.2,123.5,124.8,127.7,126.8,126.9,127.4,115.4,116.3,118.6,119.2,121.0,68.0
Inventory,116.2,117.1,112.1,112.3,97.2,89.7,72.2,67.8,61.4,63.0,61.6,61.5,60.1,53.4,51.4,52.4,53.0,55.0,44.9
LT_Debt,236.5,235.5,231.6,228.9,178.6,159.0,109.3,112.4,119.9,120.1,124.4,128.5,136.2,109.8,116.5,123.3,129.1,122.5,62.0
Revenue,145.5,131.1,134.4,122.7,114.8,96.8,103.5,101.5,101.7,93.0,94.7,86.7,92.4,87.9,96.6,92.6,93.9,74.0,80.1
Shares_Diluted,16.137,16.017,16.169,15.932,15.599,14.634,14.502,14.494,14.438,14.4044,14.3684,14.3039,14.2739,14.3084,14.1959,14.1839,9.375,9.469,9.371
Total_Assets,590.9,588.3,572.5,576.1,494.5,470.8,363.6,360.5,360.0,349.2,343.9,338.5,344.0,305.8,308.2,310.6,312.0,285.3,222.1
Total_Liabilities,360.8,372.9,371.4,374.8,300.8,283.0,201.2,202.5,206.9,206.1,209.5,212.2,222.3,186.6,194.4,199.4,205.2,183.5,121.6
