AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,241.8,231.5,230.2,222.3,209.5,200.1,202.7,230.0,251.3,201.4,222.5,210.5,206.0,218.5,216.0,214.0
Current_Liabilities,324.9,289.3,283.3,296.2,277.6,251.9,239.5,258.6,288.7,214.9,181.6,181.0,182.8,235.1,220.6,230.0
Diluted_EPS,0.059,-0.113,-0.33,-0.313,-0.68,-0.793,-0.134,-0.064,-0.7759999999999999,-0.031,0.353,0.252,-0.138,-0.139,-0.531,-1.01
Goodwill_Intangibles,36.5,37.1,37.6,38.3,38.9,39.5,40.2,40.9,41.7,42.4,43.2,44.1,45.0,45.9,46.8,50.4
Inventory,131.1,139.1,142.2,144.8,129.3,109.1,108.2,128.8,140.3,125.6,108.8,114.7,109.8,117.8,105.6,112.4
LT_Debt,0.5,25.6,25.6,0.7,0.7,0.7,0.8,0.8,0.8,0.9,55.7,55.7,55.6,55.2,54.7,54.8
Revenue,120.5,98.9,127.0,117.6,111.5,100.2,105.0,114.5,93.1,105.1,153.1,138.5,138.7,115.8,138.2,136.3
Shares_Diluted,22.94,22.927,22.926,22.92,22.893,22.892,22.89,22.881,22.858,22.858,22.856,22.875999999999998,21.702,18.639,18.637999999999998,18.625
Total_Assets,307.0,299.0,300.5,295.3,284.4,279.1,284.0,314.1,337.9,290.0,313.7,303.4,300.4,314.2,289.9,292.7
Total_Liabilities,350.1,343.4,342.6,329.8,311.8,291.0,277.9,305.0,327.5,262.1,285.2,283.1,286.0,335.2,308.5,302.0
