AAII_QTR_DATA,02/28/2023,11/30/2022,08/31/2022,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019
Current_Assets,1.3,1.1,0.6,0.3,0.1,0.1,0.1,0.2,0.0,0.1,0.1,0.1,0.0,0.1
Current_Liabilities,7.0,5.0,3.1,0.7,1.4,1.2,1.1,0.5,0.1,0.1,0.1,0.1,0.0,0.0
Diluted_EPS,-0.034,-0.055,-0.025,-0.034,-0.01,-0.015,-0.036,-0.173,-0.012,-0.012,-0.01,-0.052,-0.01,-0.016
Goodwill_Intangibles,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.5,0.1,0.1
Inventory,1.1,1.0,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.2,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,0.4,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.1
Shares_Diluted,44.8547,44.3589,39.8912,33.3902,33.0635,31.9558,26.3598,23.8176,23.2455,22.9978,22.9715,22.3182,20.1926,19.5385
Total_Assets,8.9,8.8,8.5,3.8,3.3,3.3,3.0,1.3,0.2,0.2,0.5,0.6,0.2,0.2
Total_Liabilities,10.0,8.4,6.7,3.1,3.2,3.0,2.7,1.9,1.5,1.3,1.2,1.0,0.9,0.9
