AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,299.0,324.2,394.0,397.5,371.1,386.5,439.8,461.6,483.2,612.4,117.2,0.4,0.9,6.8,1.2,1.5,1.7
Current_Liabilities,14.0,14.7,16.8,14.2,11.3,15.2,16.0,15.0,7.9,8.9,121.5,2.0,0.3,12.4,0.2,0.3,0.3
Diluted_EPS,-0.16,-0.163,-0.364,-0.193,-0.156,-0.171,-0.154,-0.135,-0.097,2.971,-0.095,-0.078,0.01,-0.163,0.025,0.028,0.0069999999999999
Goodwill_Intangibles,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,,,,0.4,,,
Inventory,0.9,0.1,0.1,0.2,0.2,0.1,,,,,,,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,15.0,0.0,0.0,0.0
Revenue,0.3,1.1,0.5,0.2,0.3,0.2,,,,,,,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,180.118,179.7665,174.345,173.8975,173.5846,173.3379,172.9877,172.2605,170.2497,110.6965,29.1261,29.1261,29.1261,86.6437,29.1261,29.1261,29.1261
Total_Assets,418.8,446.7,476.9,520.0,548.8,578.4,607.3,632.5,642.4,655.1,353.7,237.0,237.5,14.1,236.5,235.9,235.1
Total_Liabilities,22.2,23.2,25.7,23.3,20.5,24.5,24.7,23.9,12.7,14.9,129.8,10.3,8.6,32.2,8.4,8.6,8.6
