AAII_QTR_DATA,09/30/2020,03/31/2020,09/30/2019,03/31/2019,09/30/2018,03/31/2018,09/30/2017,03/31/2017,09/30/2016
Current_Assets,8.6,9.7,10.5,11.8,12.7,11.8,12.7,4.1,2.5
Current_Liabilities,2.3,2.6,2.3,2.9,2.4,2.0,1.5,1.2,2.6
Diluted_EPS,-0.108,-0.124,-0.009,-0.156,0.064,-0.019,0.036,0.12,0.035
Goodwill_Intangibles,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2.6
Revenue,,0.0,0.7,0.4,2.3,2.4,1.9,2.4,1.2
Shares_Diluted,11.4214,11.4214,11.4214,11.4214,11.4214,10.5421,11.0,11.0,
Total_Assets,8.8,10.0,10.9,12.3,13.9,13.0,12.9,4.2,2.6
Total_Liabilities,1.8,2.0,1.8,2.5,2.1,1.9,1.5,1.2,100.8
