AAII_QTR_DATA,04/01/2023,12/31/2022,10/01/2022,07/02/2022,04/02/2022,12/31/2021,10/02/2021,07/03/2021,04/03/2021,12/31/2020,09/26/2020,06/27/2020,03/28/2020,12/31/2019,09/28/2019,06/29/2019,03/30/2019,12/31/2018,09/29/2018
Current_Assets,6061.1,5895.1,5854.3,5940.7,5564.7,5238.4,5646.1,5950.6,5566.0,5363.7,5152.0,4746.0,4613.0,4429.5,4727.8,4808.3,4689.0,4509.3,4548.5
Current_Liabilities,3318.4,3070.3,3904.7,3924.4,3871.6,2946.4,2901.7,3178.9,3007.3,2371.2,2387.1,1872.2,2871.3,2712.6,3114.7,3705.8,3434.2,3266.2,2957.3
Diluted_EPS,1.257,0.519,-8.404,4.396,3.776,2.8,3.935,4.822,3.36,3.471,2.874,-0.6779999999999999,1.54,3.711,2.148,2.785,1.6740000000000002,3.053,3.02
Goodwill_Intangibles,2915.5,2785.7,2651.1,3392.7,3462.9,3507.9,3523.5,3531.9,3516.6,3602.4,3493.4,3452.7,3424.0,3498.9,3436.2,3516.3,3499.6,3482.8,3466.8
Inventory,2729.9,2793.8,2900.1,2826.0,2513.2,2391.7,2215.6,2082.0,1996.6,1913.0,1842.0,1922.0,2195.4,2282.3,2338.0,2367.6,2338.1,2287.6,2214.3
LT_Debt,2265.1,1978.6,1020.0,1052.1,1088.4,1700.3,1710.2,1723.3,1719.1,2356.9,2282.8,2573.2,1514.0,1518.4,1483.6,1169.5,1498.0,1515.6,1528.6
Revenue,2806.2,2650.7,2917.5,3153.2,3015.7,2760.7,2817.0,2953.8,2669.0,2641.8,2574.9,2049.8,2285.8,2424.5,2519.2,2584.5,2442.5,2448.6,2545.8
Shares_Diluted,63.846,64.479,63.534,63.798,64.97,67.531,68.864,69.745,70.474,71.518,71.378,71.186,71.777,71.322,72.392,72.68,72.646,74.161,74.945
Total_Assets,14763.5,14120.4,13801.0,14689.5,14386.7,14224.5,14450.3,14792.8,14290.1,14327.8,13784.2,13369.4,13256.9,13386.7,13392.8,13806.1,13605.1,13099.1,13000.9
Total_Liabilities,6664.0,6108.9,5982.3,6088.9,6105.7,5803.1,5704.8,6025.7,5797.6,5793.4,5623.6,5450.6,5415.6,5266.8,5634.0,5991.0,6034.3,5665.3,5437.2
